run_id;first_var;time_s;crit1;crit2;crit_total;max_memory_mb;order_str;variable_order
467;x2;2.4762730000002193;116;53;169;71.78515625;x2_x3_x4_x6_x5_x1;['x2', 'x3', 'x4', 'x6', 'x5', 'x1']
468;x3;9.942947900000036;201;144;345;71.78515625;x3_x6_x1_x4_x2_x5;['x3', 'x6', 'x1', 'x4', 'x2', 'x5']
469;x2;1.7083431999999448;94;48;142;70.60546875;x2_x3_x1_x4_x5_x6;['x2', 'x3', 'x1', 'x4', 'x5', 'x6']
470;x2;2.4165987999999743;116;53;169;73.05859375;x2_x3_x5_x6_x4_x1;['x2', 'x3', 'x5', 'x6', 'x4', 'x1']
471;x4;8.237071999999898;199;149;348;73.05859375;x4_x6_x2_x3_x1_x5;['x4', 'x6', 'x2', 'x3', 'x1', 'x5']
472;x5;1.7747098999998343;94;50;144;69.94140625;x5_x1_x2_x4_x3_x6;['x5', 'x1', 'x2', 'x4', 'x3', 'x6']
473;x4;2.562907399999858;116;56;172;72.2734375;x4_x5_x2_x6_x3_x1;['x4', 'x5', 'x2', 'x6', 'x3', 'x1']
474;x3;1.925755300000219;109;58;167;72.2734375;x3_x1_x4_x2_x6_x5;['x3', 'x1', 'x4', 'x2', 'x6', 'x5']
475;x3;1.806891700000051;94;51;145;70.32421875;x3_x5_x1_x2_x4_x6;['x3', 'x5', 'x1', 'x2', 'x4', 'x6']
476;x3;8.542912299999898;203;151;354;70.40625;x3_x6_x1_x4_x5_x2;['x3', 'x6', 'x1', 'x4', 'x5', 'x2']
477;x3;2.3936578999996527;116;56;172;71.8203125;x3_x4_x2_x6_x1_x5;['x3', 'x4', 'x2', 'x6', 'x1', 'x5']
478;x4;1.8170412999998007;109;55;164;71.8203125;x4_x5_x1_x2_x6_x3;['x4', 'x5', 'x1', 'x2', 'x6', 'x3']
479;x5;2.545227800000248;116;53;169;71.3828125;x5_x1_x3_x6_x2_x4;['x5', 'x1', 'x3', 'x6', 'x2', 'x4']
480;x4;7.366434799999752;199;147;346;71.3828125;x4_x6_x1_x5_x3_x2;['x4', 'x6', 'x1', 'x5', 'x3', 'x2']
481;x4;2.373559899999691;116;55;171;72.0703125;x4_x2_x1_x6_x5_x3;['x4', 'x2', 'x1', 'x6', 'x5', 'x3']
482;x5;7.921272200000203;198;143;341;72.07421875;x5_x6_x1_x3_x4_x2;['x5', 'x6', 'x1', 'x3', 'x4', 'x2']
483;x4;1.662546999999904;94;51;145;70.375;x4_x1_x5_x3_x2_x6;['x4', 'x1', 'x5', 'x3', 'x2', 'x6']
484;x4;7.601336799999899;198;148;346;70.60546875;x4_x6_x3_x1_x2_x5;['x4', 'x6', 'x3', 'x1', 'x2', 'x5']
485;x6;7.179200900000069;199;153;352;70.6171875;x6_x4_x5_x1_x3_x2;['x6', 'x4', 'x5', 'x1', 'x3', 'x2']
486;x6;8.025840199999948;198;148;346;70.6171875;x6_x4_x5_x2_x3_x1;['x6', 'x4', 'x5', 'x2', 'x3', 'x1']
487;x6;8.689889700000094;201;142;343;70.68359375;x6_x4_x2_x3_x5_x1;['x6', 'x4', 'x2', 'x3', 'x5', 'x1']
488;x5;7.6130880999999135;197;142;339;70.80859375;x5_x6_x2_x4_x1_x3;['x5', 'x6', 'x2', 'x4', 'x1', 'x3']
489;x6;7.544882500000313;197;142;339;70.80859375;x6_x4_x5_x2_x1_x3;['x6', 'x4', 'x5', 'x2', 'x1', 'x3']
490;x5;3.0100179999999455;180;99;279;70.80859375;x5_x3_x6_x1_x4_x2;['x5', 'x3', 'x6', 'x1', 'x4', 'x2']
491;x3;6.868102200000067;199;150;349;70.55859375;x3_x6_x4_x2_x1_x5;['x3', 'x6', 'x4', 'x2', 'x1', 'x5']
492;x5;7.3832916000001205;199;153;352;70.55859375;x5_x6_x3_x1_x2_x4;['x5', 'x6', 'x3', 'x1', 'x2', 'x4']
493;x4;7.310896700000285;198;148;346;70.55859375;x4_x6_x3_x1_x2_x5;['x4', 'x6', 'x3', 'x1', 'x2', 'x5']
494;x5;2.3487115999996604;116;55;171;72.0078125;x5_x4_x2_x6_x3_x1;['x5', 'x4', 'x2', 'x6', 'x3', 'x1']
495;x2;1.7138672000000952;94;48;142;72.0078125;x2_x5_x4_x1_x3_x6;['x2', 'x5', 'x4', 'x1', 'x3', 'x6']
496;x1;7.347831500000211;199;153;352;70.296875;x1_x6_x4_x2_x3_x5;['x1', 'x6', 'x4', 'x2', 'x3', 'x5']
497;x2;7.72629199999983;199;154;353;70.30859375;x2_x6_x4_x5_x3_x1;['x2', 'x6', 'x4', 'x5', 'x3', 'x1']
498;x4;3.3397720999996636;180;94;274;70.30859375;x4_x3_x6_x5_x1_x2;['x4', 'x3', 'x6', 'x5', 'x1', 'x2']
499;x5;1.7339710999999625;109;56;165;70.30859375;x5_x1_x2_x4_x6_x3;['x5', 'x1', 'x2', 'x4', 'x6', 'x3']
500;x5;1.7920939000000544;109;56;165;70.3125;x5_x4_x3_x2_x6_x1;['x5', 'x4', 'x3', 'x2', 'x6', 'x1']
501;x4;3.118859000000157;180;95;275;70.3125;x4_x3_x6_x5_x1_x2;['x4', 'x3', 'x6', 'x5', 'x1', 'x2']
502;x4;1.6840762000001632;109;58;167;70.3125;x4_x1_x2_x5_x6_x3;['x4', 'x1', 'x2', 'x5', 'x6', 'x3']
503;x2;4.406716000000415;156;100;256;72.7421875;x2_x4_x6_x1_x5_x3;['x2', 'x4', 'x6', 'x1', 'x5', 'x3']
504;x5;3.10282159999997;180;97;277;72.75;x5_x4_x6_x2_x3_x1;['x5', 'x4', 'x6', 'x2', 'x3', 'x1']
505;x4;1.7340752000000066;109;55;164;70.68359375;x4_x2_x5_x1_x6_x3;['x4', 'x2', 'x5', 'x1', 'x6', 'x3']
506;x3;1.87322979999999;109;54;163;69.00390625;x3_x2_x1_x5_x6_x4;['x3', 'x2', 'x1', 'x5', 'x6', 'x4']
507;x3;1.592477300000155;94;51;145;69.0078125;x3_x4_x1_x5_x2_x6;['x3', 'x4', 'x1', 'x5', 'x2', 'x6']
508;x4;1.7761904999997569;109;57;166;69.01171875;x4_x2_x3_x5_x6_x1;['x4', 'x2', 'x3', 'x5', 'x6', 'x1']
