run_id;first_var;order_str;time_s;crit_total;max_memory_mb;leads;variable_order
18;u;u_z_v_x_w_t_y;15.67105509999999;603;66.1171875;u*t, w**2, x*w, v*w, z*w, u*w, u*z, w*y**2, t**2*y, w*t*y, v*t*y, u*v*y, t**3, w*t**2, x*t**2, v*t**2, z*t**2, v*x*t, z*x*t, v**2*t, z*v*t, z*v*x, v**2*x*y, z*v**2*y;['u', 'z', 'v', 'x', 'w', 't', 'y']
19;w;w_z_x_y_t_u_v;22.150667199999987;657;67.2890625;w*u, t**2, w*t, w*y, w*x, w*z, w**2, t*v**2, w*v**2, t*u*v, y*u*v, z*u*v, y*t*v, x*t*v, z*t*v, z*x*v, t*u**2, z*u**2, y*t*u, x*t*u, z*t*u, z*y*u, z*x*u, z**2*u, z*x*t, x*y*v**2, z*y*v**2;['w', 'z', 'x', 'y', 't', 'u', 'v']
20;z;z_x_v_w_u_y_t;17.5362887;577;67.29296875;w*t, w*u, z*u, w**2, v*w, x*w, z*w, t**3, y*t**2, u*t**2, v*t**2, x*t**2, z*t**2, u*y*t, v*y*t, u**2*t, v*u*t, x*u*t, v**2*t, x*v*t, z*v*t, z*x*t, w*y**2, v**2*y, z*x*v, x*v*u*y;['z', 'x', 'v', 'w', 'u', 'y', 't']
21;y;y_v_u_x_z_t_w;3.573701500000027;471;67.09375;t**2, z*t, x*t, u*t, v*t, y*t, y*v, w**3, t*w**2, z*w**2, x*w**2, u*w**2, v*w**2, y*w**2, x*z*w, u*z*w, v*z*w, u*x*w, v*x*w, u**2*w, v*u*w, y*u*w, v**2*w, v*x*z, v*u*z, u*x*z**2, u**2*x*z, y*u**2*z;['y', 'v', 'u', 'x', 'z', 't', 'w']
22;y;y_t_x_w_v_u_z;63.226997100000006;1183;67.09375;t*v, y*v, w**2, t*w, t*x, t**2, y*t, t*z**2, v*u*z, w*u*z, t*u*z, w*v*z, x*v*z, x*w*z, w*u**2, t*u**2, w*v*u, x*w*u, y*w*u, w*v**2, x*w*v, x*u*z**2, x*u**2*z, y*u**2*z;['y', 't', 'x', 'w', 'v', 'u', 'z']
23;y;y_v_u_w_x_z_t;14.859464899999978;752;67.16015625;u*t, w*x, w**2, u*w, v*w, y*w, y*v, t**3, z*t**2, x*t**2, w*t**2, v*t**2, y*t**2, x*z*t, w*z*t, v*z*t, v*x*t, v**2*t, w*z**2, v*x*z, v*u*z, u*x*z**2, u**2*x*z, y*u**2*z;['y', 'v', 'u', 'w', 'x', 'z', 't']
24;u;u_x_t_y_v_w_z;10.95823089999999;541;67.16796875;u*w, y*v, t*v, t*y, t**2, x*t, u*t, t*z**2, w**2*z, v*w*z, t*w*z, x*w*z, x*v*z, u**2*z, w**3, v*w**2, y*w**2, t*w**2, x*w**2, v**2*w, x*v*w, u*x*z**2;['u', 'x', 't', 'y', 'v', 'w', 'z']
25;z;z_v_u_x_w_y_t;21.043549799999994;669;67.171875;u*t, w**2, x*w, u*w, v*w, z*w, z*u, t**3, y*t**2, w*t**2, x*t**2, v*t**2, z*t**2, w*y*t, v*y*t, v*x*t, z*x*t, v**2*t, z*v*t, w*y**2, v**2*y, z*v*x, v*u*x*y;['z', 'v', 'u', 'x', 'w', 'y', 't']
26;z;z_v_w_x_t_y_u;64.56886100000003;983;68.4140625;t**2, w*t, v*t, w*x, w**2, v*w, z*w, t*u**2, w*u**2, t*y*u, w*y*u, v*y*u, x*t*u, z*t*u, z*v*u, w*y**2, v*y**2, v*x*y, v**2*y, z*v*y, z*x*t, z*v*x, z*x*u**2, z**2*u**2, z**2*x*u;['z', 'v', 'w', 'x', 't', 'y', 'u']
27;w;w_t_u_z_y_v_x;30.233696599999973;948;68.41796875;u*z, w*z, t*u, w*u, t**2, w*t, w**2, w*x**2, z*v*x, t*v*x, w*v*x, w*y*x, t*z*x, t*v**2, w*v**2, u*y*v, t*y*v, w*y*v, t*z*v, w*y**2, y*v**2*x, z*y*v**2;['w', 't', 'u', 'z', 'y', 'v', 'x']
28;z;z_w_y_u_v_t_x;47.87405320000005;834;68.421875;w*t, w*v, w*u, z*u, w*y, w**2, z*w, w*x**2, t**2*x, v*t*x, u*t*x, z*t*x, z*v*x, t**3, v*t**2, u*t**2, y*t**2, z*t**2, v**2*t, u*v*t, y*v*t, z*v*t, u**2*t, y*u*t, y*u*v, y*v**2*x, z*y*v**2;['z', 'w', 'y', 'u', 'v', 't', 'x']
29;z;z_t_w_y_x_v_u;36.97161500000004;685;66.328125;t*v, t*x, t*y, w**2, t*w, t**2, z*t, w*u**2, t*u**2, y*v*u, w*v*u, z*v*u, w*x*u, w*y*u, z*w*u, y*v**2, w*v**2, y*x*v, w*x*v, z*x*v, y**2*v, w*y*v, z*y*v, z*w*v, z*w*x, z*x*u**2, z**2*u**2, z**2*x*u;['z', 't', 'w', 'y', 'x', 'v', 'u']
30;w;w_v_x_u_y_z_t;28.16083739999999;706;66.390625;w*t, v*y, w*y, w*u, w*x, w*v, w**2, t**3, z*t**2, y*t**2, u*t**2, x*t**2, v*t**2, u*z*t, x*z*t, v*z*t, u*y*t, u**2*t, x*u*t, v*u*t, v*x*t, v**2*t, w*z**2, v*u*z, v*x*z, x*u*z**2, u**2*y*z, x*u**2*z;['w', 'v', 'x', 'u', 'y', 'z', 't']
