run_id;first_var;order_str;time_s;crit_total;max_memory_mb;leads;variable_order
22;u;u_w_v_x_t_z_y;166.80966969999997;1013;16.859375;v*t, w*t, u*t, w*x, w*v, w**2, u*w, w*y**2, w*z*y, u*z*y, t**2*y, u*v*y, w*z**2, u*z**2, t**2*z, x*t*z, v*x*z, u*x*z, u*v*z, u**2*z, t**3, x*t**2, v**2*z*y, v**2*x*y;['u', 'w', 'v', 'x', 't', 'z', 'y']
23;z;z_u_w_x_y_t_v;46.00689030000001;775;17.921875;u*t, w*y, w*x, w**2, u*w, z*w, z*u, t*v**2, w*v**2, t**2*v, y*t*v, x*t*v, w*t*v, z*t*v, u*y*v, z*x*v, t**3, y*t**2, x*t**2, w*t**2, z*t**2, z*x*t, x*y*v**2, z*y*v**2;['z', 'u', 'w', 'x', 'y', 't', 'v']
24;x;x_z_v_y_t_u_w;12.052951100000087;518;68.8359375;t*u, t**2, y*t, v*t, z*t, x*t, v*y, w**3, u*w**2, t*w**2, y*w**2, v*w**2, z*w**2, x*w**2, u**2*w, y*u*w, v*u*w, z*u*w, x*u*w, v**2*w, z*v*w, x*v*w, x*z*w, z*v*u, x*z*v, z**2*u**2, x*z*u**2, x*z**2*u;['x', 'z', 'v', 'y', 't', 'u', 'w']
25;y;y_v_u_w_t_z_x;62.72121340000001;1053;68.83984375;u*t, v*t, w**2, u*w, v*w, y*w, y*v, w*x**2, t*z*x, w*z*x, v*z*x, t**2*x, w*t*x, w*z**2, t**2*z, w*t*z, v*u*z, t**3, w*t**2, y*t**2, u*z**2*x, u**2*z*x, y*u**2*z;['y', 'v', 'u', 'w', 't', 'z', 'x']
26;t;t_x_u_z_w_v_y;26.93879340000001;551;65.953125;u*w, t*w, u*z, t*z, t*u, t*x, t**2, t*y**2, w*v*y, u*v*y, t*v*y, w**2*y, w*v**2, t*v**2, w**2*v, z*w*v, x*w*v, x*z*v, w**3, z*w**2, x*w**2, x*z*w, z*v**2*y, x*v**2*y;['t', 'x', 'u', 'z', 'w', 'v', 'y']
27;z;z_v_u_x_w_y_t;32.126775599999974;657;65.98046875;u*t, w**2, x*w, u*w, v*w, z*w, z*u, t**3, y*t**2, w*t**2, x*t**2, v*t**2, z*t**2, w*y*t, v*y*t, v*x*t, z*x*t, v**2*t, z*v*t, w*y**2, v**2*y, z*v*x, v*u*x*y;['z', 'v', 'u', 'x', 'w', 'y', 't']
28;z;z_t_y_u_v_w_x;24.460489600000074;652;65.984375;t*w, t*v, t*u, z*u, t*y, t**2, z*t, t*x**2, w**2*x, v*w*x, u*w*x, z*w*x, z*v*x, w**3, v*w**2, u*w**2, y*w**2, z*w**2, v**2*w, u*v*w, y*v*w, z*v*w, u**2*w, y*u*w, y*u*v, y*v**2*x, z*y*v**2;['z', 't', 'y', 'u', 'v', 'w', 'x']
29;u;u_z_y_x_v_t_w;28.083564000000024;822;65.9921875;t**2, v*t, x*t, y*t, z*t, u*t, u*z, w**3, t*w**2, v*w**2, x*w**2, y*w**2, z*w**2, u*w**2, v**2*w, x*v*w, y*v*w, z*v*w, u*v*w, z*x*w, u*x*w, u*y*w, u**2*w, z*x*v, u*y*v, y*x*v**2, z*y*v**2;['u', 'z', 'y', 'x', 'v', 't', 'w']
30;x;x_v_w_u_y_t_z;42.27194280000015;876;66.0;w*t, w*y, v*y, w*u, w**2, v*w, x*w, w*z**2, t**2*z, u*t*z, v*t*z, x*t*z, v*u*z, x*v*z, t**3, y*t**2, u*t**2, v*t**2, x*t**2, u*y*t, u**2*t, v*u*t, x*u*t, v**2*t, x*v*t, x*u*z**2, u**2*y*z, x*u**2*z;['x', 'v', 'w', 'u', 'y', 't', 'z']
31;w;w_v_z_y_x_u_t;43.09964919999993;785;66.0078125;w*t, w*x, v*y, w*y, w*z, w*v, w**2, t**3, u*t**2, x*t**2, y*t**2, z*t**2, v*t**2, u**2*t, x*u*t, y*u*t, z*u*t, v*u*t, z*x*t, v*x*t, v*z*t, v**2*t, w*u**2, v*z*u, v*z*x, z*x*u**2, z**2*u**2, z**2*x*u;['w', 'v', 'z', 'y', 'x', 'u', 't']
32;t;t_y_v_x_u_w_z;8.71579359999987;645;40.14453125;t*w, t*u, t*x, y*v, t*v, t*y, t**2, t*z**2, w**2*z, u*w*z, x*w*z, v*w*z, v*u*z, v*x*z, w**3, u*w**2, x*w**2, v*w**2, y*w**2, u**2*w, x*u*w, v*u*w, y*u*w, v*x*w, v**2*w, x*u*z**2, x*u**2*z, y*u**2*z;['t', 'y', 'v', 'x', 'u', 'w', 'z']
33;w;w_x_u_t_y_v_z;13.812209400000029;525;39.05078125;w*y, t**2, u*t, w*t, w*u, w*x, w**2, w*z**2, y*v*z, t*v*z, x*v*z, w*v*z, x*t*z, u**2*z, y*v**2, t*v**2, w*v**2, y**2*v, t*y*v, u*y*v, x*y*v, x*t*v, x*u*z**2;['w', 'x', 'u', 't', 'y', 'v', 'z']
34;v;v_z_y_x_t_u_w;4.059395599999789;509;27.61328125;t*u, t**2, x*t, y*t, z*t, v*t, v*y, w**3, u*w**2, t*w**2, x*w**2, y*w**2, z*w**2, v*w**2, u**2*w, x*u*w, y*u*w, z*u*w, v*u*w, z*x*w, v*x*w, v*z*w, v**2*w, v*z*u, v*z*x, z*x*u**2, z**2*u**2, z**2*x*u;['v', 'z', 'y', 'x', 't', 'u', 'w']
35;t;t_y_u_w_x_z_v;16.35287489999996;694;68.2265625;t*x, w**2, u*w, t*w, t*u, t*y, t**2, w*v**2, t*v**2, x*z*v, w*z*v, u*z*v, t*z*v, w*x*v, y*w*v, y*u*v, u*z**2, t*z**2, w*x*z, u*x*z, u**2*z, y*u*z, y*x*v**2, y**2*v**2;['t', 'y', 'u', 'w', 'x', 'z', 'v']
36;z;z_w_y_u_x_t_v;10.77534300000002;617;68.2265625;w*t, w*x, w*u, z*u, w*y, w**2, z*w, t*v**2, w*v**2, t**2*v, x*t*v, u*t*v, y*t*v, z*t*v, z*x*v, y*u*v, t**3, x*t**2, u*t**2, y*t**2, z*t**2, u*x*t, z*x*t, u**2*t, y*u*t, y*x*v**2, z*y*v**2;['z', 'w', 'y', 'u', 'x', 't', 'v']
37;v;v_x_w_t_y_z_u;21.545651399999997;621;68.2265625;v*y, t**2, w*t, v*t, w**2, x*w, v*w, t*u**2, w*u**2, t*z*u, w*z*u, v*z*u, t*y*u, w*y*u, x*t*u, w*z**2, w*y*z, x*t*z, v*x*z, w*y**2, y*z*u**2, x*z*u**2, x*z**2*u;['v', 'x', 'w', 't', 'y', 'z', 'u']
38;z;z_w_x_y_v_u_t;13.106931199999963;580;64.24609375;w*t, y*v, w*v, w*y, w*x, w**2, z*w, t**3, u*t**2, v*t**2, y*t**2, x*t**2, z*t**2, u**2*t, v*u*t, y*u*t, x*u*t, z*u*t, v**2*t, x*v*t, z*v*t, z*x*t, w*u**2, z*v*u, z*x*v, z*x*u**2, z**2*u**2, z**2*x*u;['z', 'w', 'x', 'y', 'v', 'u', 't']
39;y;y_t_x_u_v_w_z;8.177674499999966;565;64.2578125;t*w, t*v, y*v, t*u, t*x, t**2, y*t, t*z**2, w**2*z, v*w*z, u*w*z, x*w*z, x*v*z, u**2*z, w**3, v*w**2, u*w**2, x*w**2, y*w**2, v**2*w, u*v*w, x*v*w, u**2*w, x*u*w, y*u*w, x*u*z**2;['y', 't', 'x', 'u', 'v', 'w', 'z']
40;z;z_u_v_x_y_w_t;16.48950549999995;776;64.33984375;u*t, y*w, x*w, v*w, u*w, z*w, z*u, t**3, w*t**2, y*t**2, x*t**2, v*t**2, z*t**2, w**2*t, v*y*t, v*x*t, v**2*t, z*v*t, w**3, u*v*y, z*v*x, v**2*x*y, z*v**2*y;['z', 'u', 'v', 'x', 'y', 'w', 't']
41;v;v_z_x_u_y_t_w;18.717804200000046;822;64.33984375;t**2, y*t, u*t, x*t, z*t, v*t, z*u, w**3, t*w**2, y*w**2, u*w**2, x*w**2, z*w**2, v*w**2, u*y*w, v*y*w, u**2*w, x*u*w, v*u*w, z*x*w, v*x*w, v*z*w, v**2*w, v**2*y, v*z*x, v*x*u*y;['v', 'z', 'x', 'u', 'y', 't', 'w']
42;v;v_t_z_u_x_y_w;5.849816400000009;466;64.31640625;t*y, t*x, z*u, t*u, t*z, t**2, v*t, w**3, y*w**2, x*w**2, u*w**2, z*w**2, t*w**2, v*w**2, u*y*w, v*y*w, u*x*w, z*x*w, v*x*w, u**2*w, v*u*w, v*z*w, v**2*w, v**2*y, v*z*x, v*u*x*y;['v', 't', 'z', 'u', 'x', 'y', 'w']
43;x;x_v_u_y_z_w_t;16.217476099999885;734;64.52734375;u*t, z*w, y*w, u*w, v*w, x*w, v*y, t**3, w*t**2, z*t**2, y*t**2, v*t**2, x*t**2, w**2*t, v*z*t, x*z*t, v**2*t, x*v*t, w**3, v*u*z, x*v*z, x*u*z**2, u**2*y*z, x*u**2*z;['x', 'v', 'u', 'y', 'z', 'w', 't']
44;u;u_x_v_y_z_t_w;5.1155180999999175;472;64.52734375;t**2, z*t, y*t, v*t, x*t, u*t, v*y, w**3, t*w**2, z*w**2, y*w**2, v*w**2, x*w**2, u*w**2, v*z*w, x*z*w, u*z*w, u*y*w, v**2*w, x*v*w, u*v*w, u*x*w, u**2*w, x*v*z, u**2*z, u*x*z**2;['u', 'x', 'v', 'y', 'z', 't', 'w']
45;u;u_y_z_t_x_w_v;6.5162491999999475;458;64.52734375;u*w, t*x, t**2, z*t, y*t, u*t, u*z, w*v**2, t*v**2, w**2*v, x*w*v, t*w*v, z*w*v, y*w*v, z*x*v, u*y*v, w**3, x*w**2, t*w**2, z*w**2, y*w**2, z*x*w, y*x*v**2, y**2*v**2;['u', 'y', 'z', 't', 'x', 'w', 'v']
46;w;w_v_t_u_y_x_z;25.96289129999991;788;64.92578125;t*u, w*u, t**2, v*t, w*t, w*v, w**2, w*z**2, t*x*z, v*x*z, w*x*z, v*y*z, w*y*z, v*u*z, w*x**2, v*y*x, w*y*x, v*y**2, w*y**2, v*u*y, v**2*y, u*x*z**2, u**2*x*z, u**2*y*z;['w', 'v', 't', 'u', 'y', 'x', 'z']
47;v;v_x_y_w_t_z_u;14.148871500000041;658;64.93359375;w*t, v*t, w**2, y*w, x*w, v*w, v*y, t*u**2, w*u**2, t*z*u, w*z*u, v*z*u, t**2*u, y*t*u, x*t*u, w*z**2, t**2*z, x*t*z, v*x*z, t**3, y*t**2, x*t**2, y*z*u**2, x*z*u**2, x*z**2*u;['v', 'x', 'y', 'w', 't', 'z', 'u']
48;x;x_v_y_w_z_u_t;13.144265599999926;644;64.9375;w*t, w*z, w**2, y*w, v*w, x*w, v*y, t**3, u*t**2, z*t**2, y*t**2, v*t**2, x*t**2, u**2*t, z*u*t, y*u*t, v*u*t, x*u*t, v*z*t, x*z*t, v**2*t, x*v*t, w*u**2, v*z*u, x*v*z, y*z*u**2, x*z*u**2, x*z**2*u;['x', 'v', 'y', 'w', 'z', 'u', 't']
49;w;w_x_y_u_v_z_t;8.909747599999946;615;64.9375;w*t, y*v, w*v, w*u, w*y, w*x, w**2, t**3, z*t**2, v*t**2, u*t**2, y*t**2, x*t**2, v*z*t, u*z*t, x*z*t, v**2*t, u*v*t, x*v*t, u**2*t, y*u*t, x*u*t, w*z**2, x*v*z, u**2*z, x*u*z**2;['w', 'x', 'y', 'u', 'v', 'z', 't']
50;t;t_u_y_x_w_v_z;10.541252600000007;534;64.9375;w**2, u*w, t*w, t*x, t*y, t*u, t**2, t*z**2, w*v*z, x*v*z, y*v*z, t*v*z, x*w*z, u**2*z, w*v**2, y*v**2, t*v**2, x*w*v, y*w*v, y*x*v, y**2*v, u*y*v, u*x*z**2;['t', 'u', 'y', 'x', 'w', 'v', 'z']
51;z;z_x_t_u_y_v_w;6.675135500000124;521;64.9375;t*v, t*y, t*u, z*u, t**2, x*t, z*t, w**3, v*w**2, y*w**2, u*w**2, t*w**2, x*w**2, z*w**2, v**2*w, y*v*w, u*v*w, x*v*w, z*v*w, u*y*w, u**2*w, x*u*w, u*y*v, z*x*v, x*y*v**2, z*y*v**2;['z', 'x', 't', 'u', 'y', 'v', 'w']
52;w;w_u_t_z_y_v_x;28.026259399999844;840;64.9375;u*z, w*z, t**2, u*t, w*t, w*u, w**2, w*x**2, z*v*x, t*v*x, w*v*x, w*y*x, t*z*x, t*v**2, w*v**2, t*y*v, u*y*v, w*y*v, t*z*v, w*y**2, y*v**2*x, z*y*v**2;['w', 'u', 't', 'z', 'y', 'v', 'x']
53;u;u_t_v_y_x_z_w;5.357017300000052;484;64.8984375;t*z, t*x, v*y, t*y, t*v, t**2, u*t, w**3, z*w**2, x*w**2, y*w**2, v*w**2, t*w**2, u*w**2, x*z*w, v*z*w, u*z*w, v*x*w, u*x*w, u*y*w, v**2*w, u*v*w, u**2*w, v*x*z, u**2*z, u*x*z**2;['u', 't', 'v', 'y', 'x', 'z', 'w']
54;w;w_z_v_x_u_t_y;23.262507400000004;709;66.23046875;w*t, z*u, w*u, w*x, w*v, w*z, w**2, w*y**2, t**2*y, u*t*y, v*t*y, v**2*y, t**3, u*t**2, x*t**2, v*t**2, z*t**2, u**2*t, x*u*t, v*u*t, v*x*t, z*x*t, v**2*t, z*v*t, z*v*x, v*x*u*y;['w', 'z', 'v', 'x', 'u', 't', 'y']
55;w;w_u_v_t_x_y_z;13.232488100000182;680;66.23046875;t**2, v*t, u*t, w*t, w*v, w*u, w**2, w*z**2, v*y*z, w*y*z, t*x*z, v*x*z, w*x*z, u**2*z, v*y**2, w*y**2, v*x*y, w*x*y, v**2*y, u*v*y, w*x**2, u*x*z**2;['w', 'u', 'v', 't', 'x', 'y', 'z']
56;w;w_v_x_z_y_t_u;12.438256200000069;549;65.98046875;w*t, v*y, w*y, w*z, w*x, w*v, w**2, t*u**2, w*u**2, t**2*u, y*t*u, z*t*u, x*t*u, v*t*u, v*z*u, t**3, y*t**2, z*t**2, x*t**2, v*t**2, x*z*t, v*z*t, v*x*t, v**2*t, v*x*z, z**2*u**2, x*z*u**2, x*z**2*u;['w', 'v', 'x', 'z', 'y', 't', 'u']
57;z;z_u_x_y_w_v_t;11.716411599999901;559;65.8984375;u*t, w**2, y*w, x*w, u*w, z*w, z*u, t**3, v*t**2, w*t**2, y*t**2, x*t**2, z*t**2, v**2*t, w*v*t, y*v*t, x*v*t, z*v*t, w*v**2, u*y*v, z*x*v, x*y*v**2, z*y*v**2;['z', 'u', 'x', 'y', 'w', 'v', 't']
58;w;w_v_z_x_u_t_y;15.757646300000033;587;65.859375;w*t, z*u, w*u, w*x, w*z, w*v, w**2, w*y**2, t**2*y, u*t*y, v*t*y, v**2*y, t**3, u*t**2, x*t**2, z*t**2, v*t**2, u**2*t, x*u*t, v*u*t, z*x*t, v*x*t, v*z*t, v**2*t, v*z*x, v*x*u*y;['w', 'v', 'z', 'x', 'u', 't', 'y']
59;u;u_x_z_v_w_t_y;57.316320200000064;1445;72.38671875;u*t, w**2, v*w, z*w, x*w, u*w, u*z, w*y**2, t**2*y, w*t*y, v*t*y, u*v*y, t**3, w*t**2, v*t**2, z*t**2, x*t**2, v**2*t, z*v*t, x*v*t, x*z*t, x*z*v, z*v**2*y, x*v**2*y;['u', 'x', 'z', 'v', 'w', 't', 'y']
60;t;t_u_v_w_y_z_x;15.165147799999886;700;72.38671875;w**2, v*w, u*w, t*w, t*v, t*u, t**2, t*x**2, w*z*x, v*z*x, t*z*x, v*y*x, t*y*x, t*z**2, v*y*z, t*y*z, u**2*z, v*y**2, t*y**2, v**2*y, u*v*y, u*z**2*x;['t', 'u', 'v', 'w', 'y', 'z', 'x']
61;v;v_y_x_z_w_t_u;31.121446900000137;755;68.890625;w*t, w**2, z*w, x*w, y*w, v*w, v*y, t*u**2, w*u**2, t**2*u, z*t*u, x*t*u, y*t*u, v*t*u, v*z*u, t**3, z*t**2, x*t**2, y*t**2, v*t**2, x*z*t, v*z*t, v*x*t, v**2*t, v*x*z, x*z*u**2, y*z*u**2, x*z**2*u;['v', 'y', 'x', 'z', 'w', 't', 'u']
62;w;w_x_t_v_u_z_y;415.88408560000016;691;68.5625;w*u, t*v, w*v, t**2, w*t, w*x, w**2, w*y**2, u*z*y, w*z*y, t*u*y, v**2*y, u*z**2, w*z**2, u**2*z, v*u*z, t*u*z, x*u*z, x*v*z, x*t*z, t*u**2, x*t*u, x*v*u*y;['w', 'x', 't', 'v', 'u', 'z', 'y']
63;x;x_y_u_w_v_z_t;8.99194599999987;471;12.53125;u*t, w*v, y*v, w**2, u*w, y*w, x*w, t**3, z*t**2, v*t**2, w*t**2, y*t**2, x*t**2, v*z*t, w*z*t, x*z*t, v**2*t, x*v*t, w*z**2, x*v*z, u**2*z, x*u*z**2;['x', 'y', 'u', 'w', 'v', 'z', 't']
64;t;t_z_u_w_x_y_v;29.721710799999983;560;12.6015625;w**2, u*w, t*w, z*u, t*u, t*z, t**2, w*v**2, t*v**2, w*y*v, u*y*v, t*y*v, w*x*v, z*x*v, t*x*v, z*w*v, t*y**2, t*x*y, t*x**2, z*w*x, x*y*v**2, z*y*v**2;['t', 'z', 'u', 'w', 'x', 'y', 'v']
65;t;t_w_v_z_y_u_x;42.26088000000004;827;63.5234375;t*y, t*z, w*v, t*v, w**2, t*w, t**2, t*x**2, w*u*x, t*u*x, v*y*x, v*z*x, w*z*x, w*u**2, t*u**2, v*y*u, w*y*u, v*z*u, w*z*u, v*y**2, v*z*y, v**2*y, z*u**2*x, z**2*u*x, z**2*u**2;['t', 'w', 'v', 'z', 'y', 'u', 'x']
66;w;w_y_z_t_v_u_x;30.935257199999796;785;63.62109375;y*v, w*v, t**2, w*t, w*z, w*y, w**2, w*x**2, t*u*x, w*u*x, t*v*x, z*v*x, z*t*x, t*u**2, w*u**2, t*v*u, z*v*u, z*t*u, y*t*u, t*v**2, z*t*v, z*u**2*x, z**2*u*x, y*z*u**2;['w', 'y', 'z', 't', 'v', 'u', 'x']
67;x;x_z_w_y_t_u_v;34.58430840000028;763;63.84765625;w*u, t**2, w*t, w*y, w**2, z*w, x*w, t*v**2, w*v**2, t*u*v, y*u*v, z*u*v, y*t*v, z*t*v, x*t*v, x*z*v, t*u**2, z*u**2, y*t*u, z*t*u, x*t*u, z*y*u, z**2*u, x*z*u, x*z*t, z*y*v**2, x*y*v**2;['x', 'z', 'w', 'y', 't', 'u', 'v']
68;x;x_v_z_u_t_y_w;10.72166930000003;494;63.8515625;t*y, t**2, u*t, z*t, v*t, x*t, z*u, w**3, y*w**2, t*w**2, u*w**2, z*w**2, v*w**2, x*w**2, u*y*w, v*y*w, u**2*w, v*u*w, x*u*w, v*z*w, x*z*w, v**2*w, x*v*w, v**2*y, x*v*z, x*v*u*y;['x', 'v', 'z', 'u', 't', 'y', 'w']
69;v;v_y_z_u_t_w_x;25.691205900000114;744;63.85546875;v*w, t**2, u*t, z*t, y*t, v*t, v*y, t*x**2, w**2*x, t*w*x, u*w*x, z*w*x, v*z*x, w**3, t*w**2, u*w**2, z*w**2, y*w**2, u**2*w, z*u*w, y*u*w, v*z*u, z*u**2*x, z**2*u*x, y*z*u**2;['v', 'y', 'z', 'u', 't', 'w', 'x']
