run_id;first_var;order_str;time_s;crit_total;max_memory_mb;leads;variable_order
163;x1;x1_x7_x8_x3_x6_x9_x5_x10_x2_x4;0.3958999999999975;151;20.72265625;x6, x8, x7, x1, x4**2, x2**2, x9*x2, x3*x2, x10**2, x5*x10, x9*x10, x3*x10, x5**2, x9*x5, x3*x5, x9**2, x3*x9, x3**2;['x1', 'x7', 'x8', 'x3', 'x6', 'x9', 'x5', 'x10', 'x2', 'x4']
164;x8;x8_x3_x9_x2_x5_x1_x7_x4_x10_x6;0.45253479999999513;155;20.73046875;x7, x9, x3, x8, x1*x6, x5*x6, x2*x6, x10**2, x1*x10, x5*x10, x2*x10, x4**2, x1**2, x5*x1, x2*x1, x5**2, x2*x5, x2**2, x6**3, x10*x6**2;['x8', 'x3', 'x9', 'x2', 'x5', 'x1', 'x7', 'x4', 'x10', 'x6']
165;x10;x10_x9_x5_x6_x8_x1_x2_x4_x3_x7;0.26280730000000574;137;20.734375;x4, x8, x9, x10, x7**2, x2*x3, x1*x3, x6*x3, x5*x3, x2**2, x1*x2, x5*x2, x1**2, x6*x1, x5*x1, x6**2, x5*x6, x5**2, x3**3;['x10', 'x9', 'x5', 'x6', 'x8', 'x1', 'x2', 'x4', 'x3', 'x7']
166;x1;x1_x6_x2_x9_x7_x4_x8_x10_x3_x5;0.4415992999999929;152;20.75;x8, x7, x6, x1, x3*x5, x9*x5, x2*x5, x3**2, x10*x3, x9*x3, x2*x3, x10**2, x9*x10, x2*x10, x4**2, x9**2, x2*x9, x2**2, x5**3, x10*x5**2;['x1', 'x6', 'x2', 'x9', 'x7', 'x4', 'x8', 'x10', 'x3', 'x5']
167;x3;x3_x5_x6_x1_x9_x4_x10_x8_x2_x7;0.13331610000000182;125;20.7578125;x4, x6, x5, x3, x7**2, x2**2, x9*x2, x1*x2, x8**2, x10*x8, x9*x8, x1*x8, x10**2, x9*x10, x1*x10, x9**2, x1*x9, x1**2;['x3', 'x5', 'x6', 'x1', 'x9', 'x4', 'x10', 'x8', 'x2', 'x7']
168;x7;x7_x9_x6_x1_x2_x3_x5_x8_x10_x4;0.3342011999999954;155;20.76171875;x3, x6, x9, x7, x4**2, x5*x10, x2*x10, x1*x10, x8**2, x5*x8, x2*x8, x1*x8, x5**2, x2*x5, x1*x5, x2**2, x1*x2, x1**2, x10**3, x8*x10**2;['x7', 'x9', 'x6', 'x1', 'x2', 'x3', 'x5', 'x8', 'x10', 'x4']
169;x9;x9_x1_x10_x3_x2_x5_x7_x6_x4_x8;0.6580562000000043;175;20.76171875;x7, x3, x1, x9, x6*x8, x5*x8, x2*x8, x10*x8, x4**2, x5*x6, x2*x6, x10*x6, x5**2, x2*x5, x10*x5, x2**2, x10*x2, x10**2, x8**3, x6**3;['x9', 'x1', 'x10', 'x3', 'x2', 'x5', 'x7', 'x6', 'x4', 'x8']
170;x6;x6_x10_x8_x1_x9_x3_x7_x5_x2_x4;0.22759980000000724;125;20.76953125;x7, x8, x10, x6, x4**2, x2**2, x9*x2, x1*x2, x5**2, x3*x5, x9*x5, x1*x5, x3**2, x9*x3, x1*x3, x9**2, x1*x9, x1**2;['x6', 'x10', 'x8', 'x1', 'x9', 'x3', 'x7', 'x5', 'x2', 'x4']
171;x6;x6_x5_x3_x7_x9_x1_x2_x4_x8_x10;0.3256679999999932;157;20.77734375;x7, x3, x5, x6, x2*x10, x1*x10, x9*x10, x8**2, x2*x8, x1*x8, x9*x8, x4**2, x2**2, x1*x2, x9*x2, x1**2, x9*x1, x9**2, x10**3, x8*x10**2;['x6', 'x5', 'x3', 'x7', 'x9', 'x1', 'x2', 'x4', 'x8', 'x10']
172;x1;x1_x7_x4_x6_x2_x9_x5_x10_x8_x3;0.5492301000000026;166;20.77734375;x8, x6, x7, x1, x10*x3, x5*x3, x9*x3, x2*x3, x5*x10, x9*x10, x2*x10, x5**2, x9*x5, x2*x5, x9**2, x2*x9, x2**2, x4**2, x3**3, x10**3;['x1', 'x7', 'x4', 'x6', 'x2', 'x9', 'x5', 'x10', 'x8', 'x3']
