run_id;first_var;time_s;crit1;crit2;crit_total;max_memory_mb;order_str;variable_order
261;x2;3.9170646000002307;180;98;278;67.828125;x2_x3_x6_x5_x4_x1;['x2', 'x3', 'x6', 'x5', 'x4', 'x1']
262;x2;3.9632259999998496;180;95;275;67.58203125;x2_x1_x6_x3_x5_x4;['x2', 'x1', 'x6', 'x3', 'x5', 'x4']
263;x1;9.065085299999737;200;153;353;67.76171875;x1_x6_x2_x3_x4_x5;['x1', 'x6', 'x2', 'x3', 'x4', 'x5']
264;x1;5.188968599999953;156;108;264;69.8359375;x1_x3_x6_x4_x5_x2;['x1', 'x3', 'x6', 'x4', 'x5', 'x2']
265;x6;10.54439100000036;199;147;346;69.83984375;x6_x3_x1_x2_x5_x4;['x6', 'x3', 'x1', 'x2', 'x5', 'x4']
266;x3;2.106622000000243;94;50;144;67.90234375;x3_x4_x1_x2_x5_x6;['x3', 'x4', 'x1', 'x2', 'x5', 'x6']
267;x5;2.343886399999974;109;54;163;67.66015625;x5_x1_x2_x4_x6_x3;['x5', 'x1', 'x2', 'x4', 'x6', 'x3']
268;x1;3.7368977000000996;180;103;283;67.66015625;x1_x2_x6_x3_x4_x5;['x1', 'x2', 'x6', 'x3', 'x4', 'x5']
269;x4;2.0885199999997894;94;52;146;67.66015625;x4_x3_x1_x5_x2_x6;['x4', 'x3', 'x1', 'x5', 'x2', 'x6']
270;x6;9.316242700000203;199;148;347;68.09375;x6_x1_x2_x3_x4_x5;['x6', 'x1', 'x2', 'x3', 'x4', 'x5']
271;x2;4.030835100000331;180;99;279;68.09375;x2_x1_x6_x5_x4_x3;['x2', 'x1', 'x6', 'x5', 'x4', 'x3']
272;x1;9.295450200000232;199;145;344;68.20703125;x1_x6_x5_x2_x4_x3;['x1', 'x6', 'x5', 'x2', 'x4', 'x3']
273;x5;2.3377983999998833;109;55;164;68.20703125;x5_x1_x3_x2_x6_x4;['x5', 'x1', 'x3', 'x2', 'x6', 'x4']
274;x3;2.4973566999997274;109;53;162;67.95703125;x3_x1_x5_x4_x6_x2;['x3', 'x1', 'x5', 'x4', 'x6', 'x2']
275;x3;5.560929400000077;156;105;261;68.7734375;x3_x1_x6_x5_x4_x2;['x3', 'x1', 'x6', 'x5', 'x4', 'x2']
276;x2;2.2468150999998215;109;56;165;68.77734375;x2_x1_x5_x4_x6_x3;['x2', 'x1', 'x5', 'x4', 'x6', 'x3']
277;x3;3.288860399999976;116;57;173;69.9140625;x3_x1_x2_x6_x4_x5;['x3', 'x1', 'x2', 'x6', 'x4', 'x5']
278;x3;3.792335699999967;94;49;143;69.9140625;x3_x2_x1_x5_x4_x6;['x3', 'x2', 'x1', 'x5', 'x4', 'x6']
279;x3;3.0716953999999532;116;57;173;68.5078125;x3_x1_x5_x6_x2_x4;['x3', 'x1', 'x5', 'x6', 'x2', 'x4']
280;x3;5.448751500000071;156;108;264;69.4375;x3_x1_x6_x4_x5_x2;['x3', 'x1', 'x6', 'x4', 'x5', 'x2']
281;x2;2.1415601999997307;94;48;142;69.44140625;x2_x4_x5_x1_x3_x6;['x2', 'x4', 'x5', 'x1', 'x3', 'x6']
282;x2;4.17690390000007;116;53;169;69.703125;x2_x5_x1_x6_x4_x3;['x2', 'x5', 'x1', 'x6', 'x4', 'x3']
283;x6;13.06781379999984;199;155;354;69.703125;x6_x3_x2_x5_x4_x1;['x6', 'x3', 'x2', 'x5', 'x4', 'x1']
284;x1;2.6981651000000966;94;52;146;51.46875;x1_x4_x3_x2_x5_x6;['x1', 'x4', 'x3', 'x2', 'x5', 'x6']
285;x4;5.09925659999999;180;93;273;35.26953125;x4_x5_x6_x2_x3_x1;['x4', 'x5', 'x6', 'x2', 'x3', 'x1']
286;x4;11.217230200000358;201;146;347;35.26953125;x4_x6_x2_x1_x5_x3;['x4', 'x6', 'x2', 'x1', 'x5', 'x3']
287;x5;14.625929400000132;199;144;343;32.703125;x5_x6_x2_x3_x4_x1;['x5', 'x6', 'x2', 'x3', 'x4', 'x1']
288;x3;15.400096500000018;180;95;275;33.8671875;x3_x5_x6_x1_x2_x4;['x3', 'x5', 'x6', 'x1', 'x2', 'x4']
289;x1;12.09714939999958;156;109;265;16.17578125;x1_x3_x6_x2_x4_x5;['x1', 'x3', 'x6', 'x2', 'x4', 'x5']
290;x4;5.47812870000007;94;52;146;16.2109375;x4_x5_x2_x1_x3_x6;['x4', 'x5', 'x2', 'x1', 'x3', 'x6']
291;x5;6.551778199999717;94;52;146;17.09375;x5_x2_x3_x1_x4_x6;['x5', 'x2', 'x3', 'x1', 'x4', 'x6']
292;x2;5.46813259999999;116;55;171;18.953125;x2_x4_x5_x6_x3_x1;['x2', 'x4', 'x5', 'x6', 'x3', 'x1']
293;x1;20.7370520999998;201;140;341;18.95703125;x1_x6_x3_x4_x5_x2;['x1', 'x6', 'x3', 'x4', 'x5', 'x2']
294;x4;7.537330999999995;116;51;167;70.37109375;x4_x3_x2_x6_x1_x5;['x4', 'x3', 'x2', 'x6', 'x1', 'x5']
295;x3;5.536963000000014;109;53;162;70.37109375;x3_x1_x5_x4_x6_x2;['x3', 'x1', 'x5', 'x4', 'x6', 'x2']
296;x5;5.7641318999999385;94;52;146;67.2421875;x5_x2_x3_x1_x4_x6;['x5', 'x2', 'x3', 'x1', 'x4', 'x6']
297;x1;12.172531700000036;180;99;279;67.09765625;x1_x5_x6_x4_x3_x2;['x1', 'x5', 'x6', 'x4', 'x3', 'x2']
298;x3;3.9986056000002463;94;50;144;10.9765625;x3_x1_x2_x4_x5_x6;['x3', 'x1', 'x2', 'x4', 'x5', 'x6']
299;x3;13.619865199999822;199;143;342;13.85546875;x3_x6_x4_x2_x5_x1;['x3', 'x6', 'x4', 'x2', 'x5', 'x1']
300;x3;7.952664099999765;156;104;260;18.48046875;x3_x1_x6_x2_x4_x5;['x3', 'x1', 'x6', 'x2', 'x4', 'x5']
301;x6;19.62430839999979;200;151;351;18.48828125;x6_x4_x3_x1_x2_x5;['x6', 'x4', 'x3', 'x1', 'x2', 'x5']
302;x3;11.28630239999984;156;101;257;18.33203125;x3_x1_x6_x5_x4_x2;['x3', 'x1', 'x6', 'x5', 'x4', 'x2']
303;x3;3.9078035000002274;116;55;171;18.34765625;x3_x4_x5_x6_x2_x1;['x3', 'x4', 'x5', 'x6', 'x2', 'x1']
304;x4;5.861235800000031;156;105;261;18.35546875;x4_x2_x6_x3_x5_x1;['x4', 'x2', 'x6', 'x3', 'x5', 'x1']
305;x5;3.99802469999986;180;99;279;17.453125;x5_x4_x6_x3_x1_x2;['x5', 'x4', 'x6', 'x3', 'x1', 'x2']
306;x5;2.181184200000189;94;49;143;17.46875;x5_x1_x4_x3_x2_x6;['x5', 'x1', 'x4', 'x3', 'x2', 'x6']
307;x2;2.1073418999999376;94;51;145;17.48828125;x2_x1_x5_x4_x3_x6;['x2', 'x1', 'x5', 'x4', 'x3', 'x6']
308;x6;9.46135140000024;200;149;349;18.15625;x6_x4_x1_x3_x2_x5;['x6', 'x4', 'x1', 'x3', 'x2', 'x5']
309;x5;11.233472799999618;197;139;336;69.046875;x5_x6_x2_x4_x3_x1;['x5', 'x6', 'x2', 'x4', 'x3', 'x1']
310;x2;2.3596894000002067;109;56;165;69.0546875;x2_x1_x3_x4_x6_x5;['x2', 'x1', 'x3', 'x4', 'x6', 'x5']
311;x5;2.0784566000002087;94;50;144;68.56640625;x5_x1_x2_x4_x3_x6;['x5', 'x1', 'x2', 'x4', 'x3', 'x6']
312;x4;10.617878999999903;197;141;338;69.01953125;x4_x6_x5_x2_x1_x3;['x4', 'x6', 'x5', 'x2', 'x1', 'x3']
313;x4;10.840482100000372;199;148;347;69.01953125;x4_x6_x3_x2_x1_x5;['x4', 'x6', 'x3', 'x2', 'x1', 'x5']
314;x3;4.476855399999749;180;98;278;64.703125;x3_x4_x6_x1_x2_x5;['x3', 'x4', 'x6', 'x1', 'x2', 'x5']
